0.1,0.2,2.1,0.001850528
0.1109,0.2,2.1,0.001786045
0.1218,0.2,2.1,0.001724651
0.1327,0.2,2.1,0.001666316
0.1436,0.2,2.1,0.001611005
0.1545,0.2,2.1,0.001558687
0.1654,0.2,2.1,0.001509329
0.1763,0.2,2.1,0.001462898
0.1872,0.2,2.1,0.00141936
0.1981,0.2,2.1,0.001378682
0.209,0.2,2.1,0.00134083
0.2199,0.2,2.1,0.00130577
0.2308,0.2,2.1,0.001273469
0.2417,0.2,2.1,0.001243891
0.2526,0.2,2.1,0.001217002
0.2635,0.2,2.1,0.001192769
0.2744,0.2,2.1,0.001171155
0.2853,0.2,2.1,0.001152127
0.2962,0.2,2.1,0.001135649
0.3071,0.2,2.1,0.001121685
0.318,0.2,2.1,0.001110202
0.3289,0.2,2.1,0.001101162
0.3398,0.2,2.1,0.001094531
0.3507,0.2,2.1,0.001090273
0.3616,0.2,2.1,0.001088353
0.3725,0.2,2.1,0.001088734
0.3834,0.2,2.1,0.00109138
0.3943,0.2,2.1,0.001096257
0.4052,0.2,2.1,0.001103327
0.4161,0.2,2.1,0.001112555
0.427,0.2,2.1,0.001123906
0.4379,0.2,2.1,0.001137341
0.4488,0.2,2.1,0.001152827
0.4597,0.2,2.1,0.001170326
0.4706,0.2,2.1,0.001189802
0.4815,0.2,2.1,0.00121122
0.4924,0.2,2.1,0.001234542
0.5033,0.2,2.1,0.001259734
0.5142,0.2,2.1,0.001286759
0.5251,0.2,2.1,0.001315581
0.536,0.2,2.1,0.001346165
0.5469,0.2,2.1,0.001378473
0.5687,0.2,2.1,0.001448122
0.5796,0.2,2.1,0.001485391
0.5905,0.2,2.1,0.001524243
0.6014,0.2,2.1,0.001564641
0.6123,0.2,2.1,0.001606551
0.6232,0.2,2.1,0.001649936
0.6341,0.2,2.1,0.001694763
0.645,0.2,2.1,0.001740995
0.6559,0.2,2.1,0.001788598
0.6668,0.2,2.1,0.001837537
0.6777,0.2,2.1,0.001887778
0.6886,0.2,2.1,0.001939286
0.6995,0.2,2.1,0.001992026
0.7104,0.2,2.1,0.002045964
0.7213,0.2,2.1,0.002101068
0.7322,0.2,2.1,0.002157302
0.7431,0.2,2.1,0.002214633
0.754,0.2,2.1,0.002273028
0.7649,0.2,2.1,0.002332453
0.7758,0.2,2.1,0.002392877
0.7867,0.2,2.1,0.002454265
0.7976,0.2,2.1,0.002516586
0.8085,0.2,2.1,0.002579807
0.8194,0.2,2.1,0.002643896
0.8303,0.2,2.1,0.002708822
0.8412,0.2,2.1,0.002774553
0.8521,0.2,2.1,0.002841057
0.863,0.2,2.1,0.002908305
0.8739,0.2,2.1,0.002976264
0.8848,0.2,2.1,0.003044906
0.8957,0.2,2.1,0.003114199
0.9066,0.2,2.1,0.003184115
0.9175,0.2,2.1,0.003254623
0.9284,0.2,2.1,0.003325695
0.9393,0.2,2.1,0.003397301
0.9502,0.2,2.1,0.003469414
0.9611,0.2,2.1,0.003542005
0.972,0.2,2.1,0.003615047
0.9829,0.2,2.1,0.003688511
0.9938,0.2,2.1,0.003762372
1.0047,0.2,2.1,0.003836602
1.0156,0.2,2.1,0.003911175
1.0265,0.2,2.1,0.003986065
1.0374,0.2,2.1,0.004061247
1.0483,0.2,2.1,0.004136696
1.0592,0.2,2.1,0.004212386
1.0701,0.2,2.1,0.004288295
1.081,0.2,2.1,0.004364396
1.0919,0.2,2.1,0.004440669
1.1028,0.2,2.1,0.004517088
1.1137,0.2,2.1,0.004593633
1.1246,0.2,2.1,0.00467028
1.1355,0.2,2.1,0.004747009
1.1464,0.2,2.1,0.004823797
1.1573,0.2,2.1,0.004900625
1.1682,0.2,2.1,0.004977471
1.1791,0.2,2.1,0.005054318
1.19,0.2,2.1,0.005131144
1.2009,0.2,2.1,0.005207932
1.2118,0.2,2.1,0.005284663
1.2227,0.2,2.1,0.00536132
1.2336,0.2,2.1,0.005437885
1.2445,0.2,2.1,0.005514342
1.2554,0.2,2.1,0.005590675
1.2663,0.2,2.1,0.005666869
1.2772,0.2,2.1,0.005742908
1.2881,0.2,2.1,0.005818778
1.299,0.2,2.1,0.005894466
1.3099,0.2,2.1,0.005969958
1.3208,0.2,2.1,0.006045242
1.3317,0.2,2.1,0.006120306
1.3426,0.2,2.1,0.006195138
1.3535,0.2,2.1,0.006269728
1.3644,0.2,2.1,0.006344067
1.3753,0.2,2.1,0.006418144
1.3862,0.2,2.1,0.006491952
1.3971,0.2,2.1,0.006565481
1.408,0.2,2.1,0.006638725
1.4189,0.2,2.1,0.006711678
1.4298,0.2,2.1,0.006784333
1.4407,0.2,2.1,0.006856686
1.4516,0.2,2.1,0.006928732
1.4625,0.2,2.1,0.007000468
1.4734,0.2,2.1,0.007071891
1.4843,0.2,2.1,0.007142999
1.4952,0.2,2.1,0.007213792
1.5061,0.2,2.1,0.007284268
1.517,0.2,2.1,0.007354429
1.5279,0.2,2.1,0.007424276
1.5388,0.2,2.1,0.007493812
1.5497,0.2,2.1,0.00756304
1.5606,0.2,2.1,0.007631965
1.5715,0.2,2.1,0.007700591
1.5824,0.2,2.1,0.007768926
1.5933,0.2,2.1,0.007836977
1.6042,0.2,2.1,0.007904753
1.6151,0.2,2.1,0.007972262
1.626,0.2,2.1,0.008039517
